1.000000,0.162314,1.000000,
1.000000,0.162314,1.000000,
1.000000,0.168070,1.000000,
1.000000,0.168070,1.000000,
1.000000,0.168070,1.000000,
1.000000,0.169683,1.000000,
1.000000,0.169683,1.000000,
1.000000,0.169683,1.000000,
1.000000,0.168159,1.000000,
1.000000,0.168159,1.000000,
1.000000,0.168159,1.000000,
1.000000,0.168159,1.000000,
1.000000,0.167871,1.000000,
0.997151,0.167644,0.998333,
0.988604,0.166096,0.993333,
0.988406,0.166932,0.989167,
0.968116,0.163371,0.974167,
0.930435,0.156678,0.939167,
0.866142,0.160697,0.886667,
