0.072600,0.614739,0.072600,
0.055191,0.621604,0.060450,
0.042896,0.628380,0.051650,
0.034570,0.630140,0.047158,
0.028131,0.632342,0.039188,
0.023634,0.626415,0.036310,
0.020540,0.624925,0.032583,
0.018064,0.625725,0.030576,
0.016135,0.628368,0.027180,
0.014788,0.638272,0.026289,
0.013567,0.636979,0.024449,
0.012488,0.640848,0.022810,
0.011271,0.620687,0.021690,
0.010347,0.616396,0.019817,
0.009689,0.617566,0.017563,
0.009415,0.632892,0.019630,
0.008822,0.632658,0.018094,
0.008377,0.634832,0.017622,
0.008092,0.668584,0.018095,
