0.746000,0.298823,0.746000,
0.682599,0.368395,0.694500,
0.593267,0.437803,0.623000,
0.515611,0.471553,0.574583,
0.454004,0.503472,0.521333,
0.390724,0.498299,0.477817,
0.353246,0.529925,0.438350,
0.315663,0.541471,0.395700,
0.287794,0.563945,0.395573,
0.269570,0.579038,0.372552,
0.262869,0.581943,0.365960,
0.227221,0.586882,0.322467,
0.212566,0.586144,0.314827,
0.196923,0.589477,0.292853,
0.193372,0.586831,0.306029,
0.182752,0.596538,0.273172,
0.173068,0.591909,0.276303,
0.153922,0.591667,0.251156,
0.150063,0.594514,0.254854,
