0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,0.746000,0.298823,0.746000,
0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,0.682599,0.368395,0.694500,
0.593267,0.437803,0.623000,0.593267,0.437803,0.623000,0.593267,0.437803,0.623000,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,0.597270,0.429702,0.635667,
0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,0.515611,0.471553,0.574583,
0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.454004,0.503472,0.521333,0.441165,0.477936,0.501217,
0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,0.390724,0.498299,0.477817,
0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,0.353246,0.529925,0.438350,
0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.315663,0.541471,0.395700,0.336959,0.549321,0.432194,0.336959,0.549321,0.432194,0.336959,0.549321,0.432194,0.336959,0.549321,0.432194,0.336959,0.549321,0.432194,
0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,0.287794,0.563945,0.395573,
0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,0.269570,0.579038,0.372552,
