0.729412,0.237855,0.743333,
0.764706,0.171525,0.790000,
0.811765,0.135677,0.823333,
0.951219,0.116200,0.960000,
0.951219,0.098698,0.960000,
0.951219,0.083501,0.960000,
0.951219,0.074726,0.960000,
0.951219,0.064524,0.960000,
0.952941,0.065381,0.950000,
0.976471,0.061979,0.970000,
0.976471,0.056709,0.970000,
0.988235,0.052293,0.980000,
0.978495,0.052794,0.986667,
0.978495,0.048670,0.986667,
0.963415,0.040364,0.980000,
0.963415,0.038145,0.980000,
0.963415,0.035920,0.980000,
0.973684,0.031460,0.970000,
0.973684,0.030222,0.970000,
