0.071831,0.472000,0.096194,
0.081912,0.517701,0.112583,
0.085110,0.516629,0.111222,
0.092570,0.546377,0.127611,
0.097899,0.563852,0.126944,
0.102314,0.588906,0.132417,
0.104435,0.593411,0.132111,
0.109581,0.612367,0.142028,
0.109732,0.610597,0.139750,
0.118057,0.650803,0.146833,
0.114255,0.628236,0.146472,
0.118039,0.631683,0.148972,
0.120309,0.630120,0.156083,
0.115920,0.606714,0.147889,
0.122741,0.655653,0.160556,
0.117169,0.630852,0.152111,
0.123343,0.653646,0.160500,
0.124548,0.666347,0.156195,
0.123148,0.647458,0.157889,
