0.001834,0.708015,0.003902,
0.002852,0.689292,0.006796,
0.003830,0.698981,0.009285,
0.004788,0.691502,0.010854,
0.005503,0.688993,0.012256,
0.006420,0.687921,0.013789,
0.007337,0.688952,0.015465,
0.008134,0.671090,0.017390,
0.009012,0.669240,0.019341,
0.010180,0.692164,0.020828,
0.011085,0.692512,0.022645,
0.011938,0.689715,0.024136,
0.012855,0.687306,0.026637,
0.013841,0.686731,0.029740,
0.014732,0.683147,0.031822,
0.015577,0.681553,0.032758,
0.016475,0.678022,0.034546,
0.017884,0.690395,0.038606,
0.018397,0.690270,0.038916,
