0.427045,0.379750,0.478417,
0.462750,0.391386,0.510166,
0.500998,0.402309,0.551750,
0.519532,0.404127,0.562917,
0.567552,0.427494,0.605333,
0.559124,0.404983,0.597417,
0.580146,0.416567,0.622833,
0.578112,0.418485,0.618250,
0.598034,0.419330,0.628500,
0.601504,0.411573,0.635583,
0.606061,0.422992,0.641500,
0.598592,0.421790,0.633250,
0.604789,0.420198,0.639417,
0.608794,0.417241,0.638750,
0.631326,0.431256,0.646583,
0.626054,0.414894,0.652834,
0.627508,0.407724,0.654500,
0.619116,0.408960,0.654500,
0.645189,0.429868,0.674083,
