0.053753,0.497000,0.091155,
0.056565,0.503070,0.096509,
0.064785,0.551462,0.107245,
0.068226,0.561755,0.112307,
0.070947,0.581794,0.123301,
0.074102,0.590562,0.120318,
0.075843,0.595766,0.129612,
0.076590,0.604564,0.124246,
0.080273,0.629937,0.129594,
0.082223,0.628247,0.132805,
0.081898,0.622596,0.137632,
0.084390,0.641663,0.134191,
0.084379,0.634298,0.139848,
0.084271,0.611431,0.130881,
0.087192,0.639452,0.139483,
0.089355,0.661993,0.143718,
0.089058,0.644339,0.140441,
0.093304,0.678959,0.148560,
0.088949,0.647934,0.141897,
