0.976232,0.623328,0.986136,
0.968310,0.619806,0.981597,
0.969587,0.604302,0.981445,
0.958693,0.599695,0.974997,
0.925173,0.610696,0.954688,
0.916955,0.607033,0.949765,
0.877253,0.586834,0.921076,
0.882403,0.586311,0.925455,
0.863181,0.565709,0.911657,
0.829630,0.544579,0.889133,
0.821669,0.556889,0.872876,
0.796796,0.541760,0.856105,
0.772447,0.500847,0.846052,
0.771567,0.495219,0.837102,
0.720406,0.462503,0.800725,
0.712456,0.453496,0.786516,
0.667091,0.435686,0.736647,
0.670064,0.436503,0.731496,
0.647282,0.422718,0.717444,
