0.206565,0.925687,0.307831,
0.204730,0.908105,0.303103,
0.200734,0.887914,0.301664,
0.198434,0.878454,0.304045,
0.194036,0.855404,0.296447,
0.186606,0.808936,0.284505,
0.188004,0.808021,0.284643,
0.182199,0.775753,0.281800,
0.182639,0.772229,0.277644,
0.180812,0.764091,0.270918,
0.177589,0.735716,0.267329,
0.176699,0.735343,0.264637,
0.174976,0.725881,0.260815,
0.173722,0.695789,0.269722,
0.169764,0.671524,0.257255,
0.168444,0.659873,0.263377,
0.163306,0.636750,0.241649,
0.160456,0.623063,0.245593,
0.154231,0.605376,0.228638,
