0.760000,0.258144,0.760000,
0.744526,0.375220,0.740000,
0.668539,0.450807,0.683333,
0.614350,0.497592,0.652500,
0.571429,0.524973,0.598667,
0.496774,0.497766,0.544833,
0.419718,0.470019,0.521929,
0.456693,0.607456,0.528762,
0.315682,0.575708,0.407313,
0.318000,0.582130,0.409341,
0.294020,0.615898,0.371723,
0.302285,0.607007,0.372889,
0.254310,0.627917,0.351384,
0.245946,0.630832,0.349742,
0.275811,0.703606,0.395998,
0.228571,0.720007,0.307546,
0.226730,0.713089,0.297990,
0.221165,0.663261,0.293513,
0.185484,0.664858,0.276770,
